title,label
Penyusutan Barang Milik Negara Berupa Aset Tetap pada Entitas Pemerintah Pusat.,"Penyusutan, Entitas Pemerintah Pusat, Barang Milik Negara"
"Perubahan atas Peraturan Menteri Keuangan Nomor 255/PMK.010/2016 Tentang
Bea Masuk Ditanggung Pemerintah Sektor Industri Tertentu Tahun Anggaran 2017.","Perubahan, Bea Masuk Ditanggung Pemerintah, Industri Tertentu"
Perubahan atas Peraturan Menteri Keuangan Nomor 30/PMK.010/2017 tentang Penetapan Tarif Bea Masuk dalam Rangka Persetujuan Antara Republik Indonesia dan Jepang Mengenai Suatu Kemitraan Ekonomi.,"Kemitraan Ekonomi, Persetujuan, Tarif Bea Masuk"
"Pengelolaan Dana Pembiayaan Infrastruktur Sektor Panas Bumi pada Perusahaan
Perseroan (Persero) Pt Sarana Multi Infrastruktur.","Panas Bumi, Pt Sarana Multi Infrastruktur, Dana Pembiayaan"
Petunjuk Teknis Jabatan Fungsional Analis Anggaran.,"Jabatan Fungsional, Analis Anggaran, Petunjuk Teknis"
"Tata Cara Pemberian Jaminan Pemerintah Pusat untuk Percepatan Pelaksanaan
Proyek Strategis Nasional.","Jaminan Pemerintah, Proyek Strategis Nasional, Infrastruktur"
Akses Informasi Keuangan untuk Kepentingan Perpajakan.,"Perpajakan, Akses Informasi Keuangan"
"Perubahan Kedua atas Peraturan Presiden Nomor 98 Tahun 2015 tentang Percepatan
Penyelenggaraan Kereta Api Ringan/ Light Rail Transit Terintegrasi di Wilayah Jakarta, Bogor, Depok, dan Bekasi.","Infrastruktur, Perubahan Kedua, Light Rail Transit"
Tidak Dipungut Cukai.,"Cukai, Tidak Dipungut"
Pembayaran Cukai Secara Berkala untuk Pengusaha Pabrik yang Melaksanakan Pelunasan dengan Cara Pembayaran.,"Pengusaha Pabrik, Pembayaran Cukai, Pelunasan"
"Penundaan Pembayaran Cukai Untuk
Pengusaha Pabrik atau Importir Barang Kena Cukai yang Melaksanakan Pelunasan dengan Cara Pelekatan Pita Cukai.","Barang Kena Cukai, Importir, Pita Cukai"
Perubahan atas Peraturan Menteri Keuangan Nomor 101/PMK.01/ 2014 tentang Penilai Publik.,"Publik, Perubahan, Penilai"
Prinsip Mengenali Pengguna Jasa Bagi Akuntan dan Akuntan Publik.,"Akuntan Publik, Pengguna Jasa, Prinsip Mengenali"
Organisasi dan Tata Kerja Lembaga Manajemen Aset Negara.,"Tata Kerja, Organisasi, Lembaga Manajemen Aset Negara"
Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 3/PMK.05/2014 tentang Penempatan Uang Negara pada Bank Umum.,"Bank Umum, Perubahan Kedua, Uang Negara"
"Penggunaan Nilai Buku atas Pengalihan dan Perolehan Harta dalam Rangka Penggabungan, Peleburan, Pemekaran, atau Pengambilalihan Usaha.","Harta, Nilai Buku, Pengambilalihan"
Keberatan di Bidang Kepabeanan dan Cukai.,"Kepabeanan Dan Cukai, Keberatan"
Pengelolaan Transfer Ke Daerah dan Dana Desa.,"Pengelolaan, Dana Desa, Transfer Ke Daerah"
Standar Biaya Masukan Tahun Anggaran 2018.,"Standar Biaya, Standar Biaya Tahun  Anggaran  2008, Standar Biaya Masukan"
Pelaksanaan Likuidasi Entitas Akuntansi dan Entitas Pelaporan.,"Likuidasi Entitas Akuntansi, Kementerian/Lembaga, Entitas Pelaporan"
Pelaksanaan Likuidasi Entitas Akuntansi pada Bagian Anggaran Bendahara Umum Negara.,"Bendahara Umum Negara, Anggaran, Likuidasi Entitas Akuntansi"
Tata Cara Pemeriksaan Balai Lelang.,"Pemeriksaan, Balai Lelang, Tata Cara"
Tata Cara Pemeriksaan Pejabat Lelang Kelas Ii.,"Pejabat Lelang, Kelas Ii"
Manajemen Pegawai Negeri Sipil.,"Pegawai Negeri Sipil, Manajemen Kepegawaian"
"Tata Cara Penyediaan, Penghitungan, Pembayaran, dan Pertanggungjawaban Subsidi Listrik.","Pertanggungjawaban, Penghitungan, Subsidi Listrik"
"Rincian Dana Bagi Hasil Cukai Hasil Tembakau Menurut Provinsi/Kabupaten/Kota Tahun
Anggaran 2017","Cukai Hasil Tembakau, Dana Bagi Hasil, Rincian"
Perubahan atas Peraturan Menteri Keuangan Nomor 220/PMK.05/2016 tentang Sistem Akuntansi dan Pelaporan Keuangan Badan Layanan Umum.,"Badan Layanan Umum, Perubahan, Sistem Akuntansi"
Tarif Layanan Badan Layanan Umum Pusat Investasi Pemerintah pada Kementerian Keuangan.,"Pusat Investasi Pemerintah, Kementerian Keuangan, Tarif Layanan Blu"
"Tata Cara Pelaporan dan Penghitungan Pemotongan Pajak Penghasilan Pasal 21 Atas
Penghasilan Pegawai Dari Pemberi Kerja dengan Kriteria Tertentu.","Pelaporan, Kriteria, Pajak Pengasilan Ps.21"
"Tata
Cara Pertukaran Informasi Berdasarkan Perjanjian Internasional.","Perjanjian Internasional, Pertukaran, Informasi"
Petunjuk Teknis Jabatan Fungsional Pelelang.,"Lelang, Jabatan Fungsional, Petunjuk Teknis"
"Tata Cara Pembayaran dan Pelaporan Pajak Penghasilan atas Penghasilan Dari
Pengalihan Real Estat dalam Skema Kontrak Investasi Kolektif Tertentu.","Pajak Penghasilan, Kontrak Investasi Kolektif, Real Estat"
Transaksi Lindung Nilai dalam Pengelolaan Utang Pemerintah.,"Transaksi Lindung Nilai, Utang Pemerintah, Pengelolaan Pembiayaan"
"Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor Yang
Dikenai Pajak Penjualan atas Barang Mewah.","Pajak Penjualan Atas Barang Mewah, Kendaraan Bermotor, Jenis Barang Kena Pajak"
Pemungutan Pajak Penghasilan Pasal 22 Sehubungan dengan Pembayaran atas Penyerahan Barang dan Kegiatan di Bidang Impor atau Kegiatan Usaha di Bidang Lain.,"Bidang Impor, Pajak Penghasilan Pasal 22, Kegiatan Usaha"
"Perubahan atas Peraturan Menteri Keuangan Nomor 64/PMK.011/2014 Tentang
Jenis Kendaraan Bermotor yang Dikenai Pajak Penjualan atas Barang Mewah dan Tata Cara Pemberian Pembebasan Dari Pengenaan Pajak Penjualan atas Barang Mewah.","Pajak Penjualan Atas Barang Mewah, Kendaraan Bermotor, Perubahan"
"Penyesuaian Pos Tarif Terhadap Peraturan Menteri Keuangan Mengenai Pengenaan Bea Masuk Anti Dumping dan Peraturan Menteri Keuangan Mengenai Bea Masuk Tindakan Pengamanan Sehubungan dengan Pemberlakuan Penetapan Sistem Klasifikasi Barang Dan
Pembebanan Tarif Bea Masuk atas Barang Impor Berdasarkan Harmonized System 2017 dan Asean Harmonised Tariff Nomenclature 2017.","Barang Impor, Penyesuaian Pos Tarif"
"Penetapan Tarif Bea Masuk dengan Skema User Specific Duty Free Scheme dalam Rangka
Persetujuan Antara Republik Indonesia dan Jepang Mengenai Suatu Kemitraan Ekonomi.","Tarif Bea Masuk, Skema User Specific Duty Free Scheme, Kemitraan Ekonomi"
Penetapan Tarif Bea Masuk dalam Rangka Persetujuan Antara Republik Indonesia dan Jepang Mengenai Suatu Kemitraan Ekonomi.,"Tarif Bea Masuk, Persetujuan, Kemitraan Ekonomi"
"Penetapan Tarif Bea Masuk dalam Rangka Perjanjian Perdagangan Preferensial Antara
Pemerintah Republik Indonesia dan Pemerintah Republik Islam Pakistan.","Perdagangan Preferensial, Tarif Bea Masuk, Republik Islam Pakistan"
Penetapan Tarif Bea Masuk dalam Rangka Asean-Australia-New Zealand Free Trade Area.,"Aanzfta, Barang Impor, Tarif Bea Masuk"
Penetapan Tarif Bea Masuk dalam Rangka Asean-India Free Trade Area.,"Penetapan, Tarif Bea Masuk, Asean-India Free Trade Area (Aifta)"
Penetapan Tarif Bea Masuk dalam Rangka Asean-China Free Trade Area.,"Free Trade Area, Tarif Bea Masuk, Asean - China"
Penetapan Tarif Bea Masuk dalam Rangka Asean Trade In Goods Agreement.,"Tarif Bea Masuk, Penetapan, Asean Trade In Goods Agreement (Atiga)"
Penetapan Tarif Bea Masuk dalam Rangka Asean-Korea Free Trade Area.,"Penetapan, Tarif Bea Masuk, Asean-Korea Free Trade Area"
Pencabutan Peraturan Menteri Keuangan/Keputusan Menteri Keuangan yang Pengaturan Kewenangannya Beralih Dari Kementerian Keuangan Kepada Otoritas Jasa Keuangan.,"Otoritas Jasa Keuangan, Peraturan Menteri Keuangan, Pencabutan"
Pembiayaan Ultra Mikro.,"Pembiayaan, Ultra Mikro"
Tata Cara Pendanaan Pengadaan Tanah Bagi Proyek Strategis Nasional dan Pengelolaan Aset Hasil Pengadaan Tanah oleh Lembaga Manajemen Aset Negara.,"Pendanaan, Pengadaan Tanah, Lembaga Manajemen Aset Negara"
Perubahan atas Peraturan Menteri Keuangan Nomor 5/PMK.08/2012 tentang Penerbitan dan Penjualan Surat Berharga Syariah Negara di Pasar Perdana dalam Negeri dengan Cara Lelang.,"Pengelolaan Pembiayaan, Perubahan, Surat Berharga Syariah Negara, Pasar Perdana Dalam Negeri"
Perubahan atas Peraturan Pemerintah Nomor 56 Tahun 2009 tentang Penyelenggaraan Perkeretaapian.,"Penyelenggaraan, Perkeretaapian, Perubahan"
Rincian Kurang Bayar Dana Bagi Hasil Menurut Provinsi/Kabupaten/Kota yang Dialokasikan dalam Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2017.,"Apbn, Tahun Anggaran 2017, Dana Bagi Hasil"
Konversi Penyaluran Dana Bagi Hasil Dan/ atau Dana Alokasi Umum dalam Bentuk Nontunai.,"Dana Bagi Hasil, Konversi, Dana Alokasi Umum"
Perubahan atas Peraturan Menteri Keuangan Nomor 241/ Pmk.01/ 2015 tentang Mekanisme Penetapan Jabatan dan Peringkat Bagi Pelaksana di Lingkungan Kementerian Keuangan.,"Pelaksana, Peringkat Jabatan, Perubahan"
Besar Santunan dan Sumbangan Wajib Dana Kecelakaan Lalu Lintas Jalan.,"Kecelakaan, Lalu Lintas, Sumbangan Wajib"
"Besar Santunan dan Iuran Wajib Dana Pertanggungan Wajib Kecelakaan Penumpang Alat Angkutan Penumpang Umum di Darat, Sungai/Danau, Feri/Penyeberangan, Laut, dan Udara.","Dana Pertanggungan Kecelakaan, Iuran Wajib, Angkutan Penumpang Umum"
"Pedoman Penerapan, Penilaian, dan Reviu Pengendalian Intern atas Pelaporan Keuangan Pemerintah Pusat.","Pengendalian Intern, Pemerintah Pusat, Pelaporan Keuangan"
Penetapan Barang Ekspor yang Dikenakan Bea Keluar dan Tarif Bea Keluar.,"Bea Keluar, Tarif Bea Keluar, Barang Ekspor"
Bukti Pemotongan Dan/ atau Pemungutan Pajak Penghasilan.,"Pemungutan, Pajak Penghasilan, Bukti Pemotongan"
Perubahan Ketiga atas Peraturan Menteri Keuangan Nomor 115/PMK.07 /2013 tentang Tata Cara Pemungutan dan Penyetoran Pajak Rokok.,"Perubahan Ketiga, Pemungutan, Pajak Rokok"
Tata Cara Revisi Anggaran Tahun Anggaran 2017.,"Revisi Anggaran, Tata Cara, Tahun Anggaran 2017"
"Perubahan atas Pearturan Menteri Keuangan  Nomor 231/PMK.02/2015 tentang Tata Cara Perencanaan, Penelaahan, dan Penetapan Alokasi Anggaran Bagian Anggaran Bendahara Umum Negara, dan Pengesahan Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara.","Bendahara Umum Negara, Dipa, Perubahan"
Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 87 /PMK.02/2015 tentang Tata Cara Penggunaan Anggaran Bagian Anggaran Bendahara Umum Negara Pengelolaan Belanja Lainnya (Ba 999.08).,"Belanja Lainnya, Bendahara Umum Negara, Perubahan Kedua"
Pedoman Pengendalian Gratifikasi di Lingkungan Kementerian Keuangan.,"Gratifikasi, Pengendalian, Kementerian Keuangan"
Penetapan Sistem Klasifikasi Barang dan Pembebanan Tarif Bea Masuk atas Barang Impor.,"Sistem Klasifikasi Barang, Barang Impor, Tarif Bea Masuk"
Perubahan atas Peraturan Menteri Keuangan Nomor 157 /PMK.010/2015 tentang Pelaksanaan Perlakuan Pajak Penghasilan yang Didasarkan pada Ketentuan dalam Perjanjian Internasional.,"Pajak Penghasilan, Perjanjian Internasional, Perubahan"
Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 43/PMK.08/2013 tentang Lelang Surat Utang Negara dalam Mata Uang Rupiah dan Valuta Asing di Pasar Perdana Domestik.,"Pasar Perdana Domestik, Pengelolaan Pembiayaan, Surat Utang Negara, Perubahan Kedua"
Tarif Layanan Badan Layanan Umum Politeknik Kesehatan Medan pada Kementerian Kesehatan.,"Kementerian Kesehatan, Politeknik Kesehatan, Tarif Layanan Blu"
"Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 106/PMK.06/2009 tentang Tata Cara Pengusulan, Pengangkatan, dan Pemberhentian Dewan Direktur Lembaga Pembiayaan
Ekspor Indonesia.","Perubahan Kedua, Pengangkatan Dewan Direktur, Lembaga Pembiayaan Ekspor Indonesia"
"Pengenaan Bea Masuk Anti Dumping atas Barang Impor Biaxially Oriented Polypropylene Dari
Negara Thailand dan Vietnam.","Bea Masuk Anti Dumping, Biaxially Oriented Polypropylene, Barang Impor"
"Pembawaan Uang Tunai Dan/ atau Lnstrumen Pembayaran Lain Ke dalam atau Ke Luar
Daerah Pabean Indonesia.","Daerah Pabean Indonesia, Pembayaran, Uang Tunai"
Pajak Penghasilan atas Program Jaminan Sosial yang Diselenggarakan oleh Badan Penyelenggara Jaminan Sosial.,"Jaminan Sosial, Badan Penyelenggara Jaminan Sosial, Pajak Penghasilan"
Perubahan atas Peraturan Pemerintah Nomor 44 Tahun 2005 tentang Tata Cara Penyertaan dan Penatausahaan Modal Negara pada Badan Usaha Milik Negara dan Perseroan Terbatas,"Tata Cara, Badan Usaha Milik Negara, Penyertaan Modal"
"Perubahan atas Peraturan Presiden Nomor 75 Tahun 2014 tentang Percepatan Penyediaan Infrastruktur
Prioritas","Percepatan, Infrastruktur, Perubahan"
Tarif Layanan Badan Layanan Umum Politeknik Kesehatan Yogyakarta pada Kementerian Kesehatan.,"Politeknik Kesehatan, Tarif Layanan Blu, Kementerian Kesehatan"
Perubahan atas Peraturan Menteri Keuangan Nomor 170/PMK.01/2012 tentang Organisasi dan Tata Kerja Instansi Vertikal Direktorat Jenderal Kekayaan Negara.,"Instansi Vertikal, Direktorat Jenderal Kekayaan Negara"
Organisasi dan Tata Kerja Instansi Vertikal Direktorat Jenderal Perbendaharaan.,"Organisasi Dan Tatakerja, Instansi Vertikal, Direktorat Jenderal Perbendaharaan"
"Tata Cara Penyetoran, Pelaporan, dan Pengecualian Pengenaan Pajak Penghasilan Atas
Penghasilan Dari Pengalihan Hak atas Tanah Dan/ atau Bangunan, dan Perjanjian Pengikatan Jual Beli atas Tanah Dan/ atau Bangunan Beserta Perubahannya.","Jual Beli, Pajak Penghasilan, Hak Atas Tanah Dan Bangunan"
Tata Cara Pembayaran Ketersediaan Layanan pada Proyek Kerja Sama Pemerintah dengan Badan Usaha dalam Rangka Penyediaan Infrastruktur.,"Tatacara Pembayaran, Proyek Kerjasama Pemerintah, Infrastruktur"
"Pembebasan atau Keringanan Bea Masuk Dan/ atau Pembebasan Pajak Pertambahan Nilai
Atas Impor Barang dalam Rangka Kontrak Karya atau Perjanjian Karya Pengusahaan Pertambangan Batubara.","Pajak Pertambahan Nilai, Pertambangan Batubara, Impor Barang"
"Perubahan atas Peraturan Menteri Keuangan Nomor 200/PMK.04/2011 tentang Audit
Kepabeanan dan Audit Cukai.","Perubahan, Audit Cukai, Audit Kepabeanan"
Tata Cara Pengelolaan Dana Cadangan Penjaminan dalam Rangka Pelaksanaan Anggaran Kewajiban Penjaminan Pemerintah.,"Dana Cadangan, Penjaminan Pemerintah, Infrastruktur"
"Pembebasan Bea Masuk atas Impor Barang untuk Keperluan Olahraga yang Diimpor Oleh
Induk Organisasi Olahraga Nasional.","Impor Barang, Olah Raga, Pembebasan Bea Masuk"
Bea Masuk Ditanggung Pemerintah Sektor Industri Tertentu Tahun Anggaran 2017.,"Bea Masuk Ditanggung Pemerintah, Tahun Anggaran 2017, Industri Tertentu"
Penatausahaan Jaminan Penawaran Lelang pada Balai Lelang dan Pejabat Lelang Kelas Ii.,"Jaminan, Penatausahaan, Lelang"
Pedoman Penggunaan Sistem Informasi Kredit Program.,"Penggunaan, Sistem Informasi, Kredit Program"
Tarif Layanan Badan Layanan Umum Universitas Islam Negeri Maulana Malik Ibrahim Malang pada Kementerian Agama.,"Universitas Islam Negeri, Kementerian Agama, Tarif Layanan Blu"
Kesehatan Keuangan Aset Badan Penyelenggara Jaminan Sosial Kesehatan.,"Kesehatan Keuangan, Bpjs Kesehatan, Aset"
"Tata Cara Pemberian Jaminan Kredit Kepada Perusahaan Umum (Perum) Bulog
Dalam Menjaga Ketersediaan Pangan dan Stabilisasi Harga Pangan untuk Jenis Pangan Pokok Beras, Jagung, dan Kedelai.","Stabilisasi Harga, Bulog, Jaminan Kredit"
Perubahan atas Peraturan Menteri Keuangan Nomor 253/PMK.03/2014 tentang Tata Cara Pengajuan dan Penyelesaian Keberatan Pajak Bumi dan Bangunan.,"Pengajuan, Perubahan, Pajak Bumi Dan Bangunan"
"Tata Cara Pengelolaan Iuran dan Pelaporan Program Tabungan Hari Tua, Jaminan Kecelakaan. Kerja, dan Jaminan Kematian Prajurit Tentara Nasional Indonesia, Anggota Kepolisian Negara Republik Indonesia, dan Pegawai Aparatur Sipil Negara di Lingkungan Kementerian Pertahanan dan Kepolisian Negara Republik Indonesia.","Iuran, Tabungan Hari Tua, Kepolisian Negara Republik Indonesia"
Pengasuransian Barang Milik Negara.,"Barang Milik Negara, Pengasuransian"
Penatausahaan Kekayaan Negara Dipisahkan.,"Penatausahaan, Kekayaan Negara Yang Dipisahkan"
Monitoring Kinerja dan Evaluasi Kinerja atas Penggunaan Dana Bendahara Umum Negara,"Penggunaan Dana, Bendahara Umum Negara, Evaluasi Kinerja"
Tarif Layanan Badan Layanan Umum Rumah Sakit Pusat Otak Nasional pada Kementerian Kesehatan.,"Rumah Sakit Pusat Otak Nasional, Tarif Layanan Blu, Kementerian Kesehatan"
Pelaporan Pengelolaan Akumulasi Iuran Pensiun Pegawai Negeri Sipil dan Pejabat Negara.,"Pelaporan, Pegawai Negeri Sipil, Iuran Pensiun"
Standar Kesehatan Keuangan Aset Badan Penyelenggara Jaminan Sosial Ketenagakerjaan.,"Standar, Kesehatan Keuangan, Bpjs Ketenagakerjaan"
Tata Cara Pengelolaan Iuran dan Pelaporan Penyelenggaraan Program Tabungan Hari Tua Pegawai Negeri Sipil dan Program Jaminan Kecelakaan Kerja dan Jaminan Kematian Aparatur Sipil Negara.,"Jaminan Kecelakaan Kerja, Iuran, Pegawai Negeri Sipil"
Pengurusan Piutang Negara.,"Pengurusan, Piutang  Negara"
"Evaluasi atas Implementasi Sistem Akuntabilitas Kinerja Lnstansi Pemerintah di Lingkungan
Kementerian Keuangan.","Evaluasi, Kementerian Keuangan, Sistem Akuntabilitas Kinerja"
Pencabutan atas Keputusan Menteri Keuangan dan Peraturan Menteri Keuangan di Bidang Perpajakan dalam Rangka Simplifikasi Regulasi.,"Pencabutan, Bidang Perpajakan, Simplifikasi Regulasi"
Tata Kelola Pengawasan Intern di Lingkungan Kementerian Keuangan.,"Kementerian Keuangan, Pengawasan Intern, Tata Kelola"
Pedoman Akuntansi dan Pelaporan Aset Berupa Barang Milik Negara yang Berasal Dari Kontraktor Kontrak Kerja Sama.,"Pedoman Akuntansi, Barang Milik Negara, Kontrak Kerja Sama"
"Perubahan atas Peraturan Menteri Keuangan Nomor 87 / Pmk.03/ 2013 tentang Tata Cara
Permintaan Keterangan atau Bukti Dari Pihak-Pihak yang Terikat oleh Kewajiban Merahasiakan","Tatacara Permintaan Keterangan, Perubahan, Kewajiban Merahasiakan"
Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 134/PMK.08/2013 tentang Dealer Utama.,"Pengelolaan Pembiayaan, Dealer Utama, Surat Utang Negara"
Pedoman Akuntansi dan Pelaporan Aset Berupa Barang Milik Negara yang Berasal Dari Perjanjian Kerjasama/Karya Pengusahaan Pertambangan Batubara.,"Barang Milik Negara, Pelaporan Aset, Pertambangan Batubara"
Perubahan atas Peraturan Menteri Keuangan Nomor 181/PMK.01/2014 tentang Pedoman Tata Naskah Dinas Kementerian Keuangan.,"Tata Naskah Dinas, Kementerian Keuangan, Pedoman"
"Tata Cara Penyusunan, Penyampaian, dan Perubahan Rencana Jangka Panjang Serta Rencana Kerja dan Anggaran Tahunan Lembaga Pembiayaan Ekspor Indonesia.","Anggaran, Lembaga Pembiayaan Ekspor Indonesia, Rencana Jangka Panjang"
"Perubahan atas Peraturan Menteri Keuangan Nomor 162/PMK.05/2013
Tentang Kedudukan dan Tanggung Jawab Bendahara pada Satuan Kerja Pengelola Anggaran Pendapatan dan Belanja Negara.","Anggaran Pendapatan Dan Belanja Negara, Perubahan, Satuan Kerja"
"Perubahan atas Peraturan Menteri Keuangan Nomor 30/PMK.05/2015 tentang Tata Cara Pembayaran Tunjangan Veteran, Dana Kehormatan Veteran, dan Uang Duka Veteran Republik Indonesia.","Tatacara Pembayaran, Perubahan, Veteran Republik Indonesia"
Perubahan atas Peraturan Menteri Keuangan Nomor 254/ Pmk.05/2015 tentang Belanja Bantuan Sosial pada Kementerian Negara/Lembaga.,"Bantuan Sosial, Perubahan, Kementerian Negara/Lembaga"
Perubahan atas Peraturan Menteri Keuangan Nomor 164/PMK.05/2015 tentang Tata Cara Pelaksanaan Perjalanan Dinas Luar Negeri.,"Tata Cara Pelaksanaan, Perubahan, Perjalanan Dinas Luar Negeri"
Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 222/PMK.05/2014 tentang Dana Perhitungan Fihak Ketiga.,"Pihak Ketiga, Dana Perhitungan, Perubahan Kedua"
Penerapan Standar Akuntansi Pemerintahan Berbasis Akrual pada Pemerintah Pusat.,"Pemerintah Pusat, Berbasis Akrual, Standar Akuntansi Pemerintah"
Perubahan atas Peraturan Menteri Keuangan Nomor 219/PMK.05/2013 tentang Kebijakan Akuntansi Pemerintah Pusat.,"Akuntansi, Perubahan, Pemerintah Pusat"
Pernyataan Standar Akuntansi Pemerintahan Berbasis Akrual Nomor 06 tentang Akuntansi Investasi (Revisi 2016).,"Standar Akuntansi Pemerintah, Investasi, Berbasis Akrual"
Perubahan atas Peraturan Menteri Keuangan Nomor 177/PMK.05/2015 tentang Pedoman Penyusunan dan Penyampaian Laporan Keuangan Kementerian Negara/Lembaga.,"Laporan Keuangan, Pedoman Penyusunan, Kementerian Negara/Lembaga"
Perubahan atas Peraturan Menteri Keuangan Nomor 216/PMK.05/2015 tentang Tata Cara Penyusunan dan Penyampaian Laporan Keuangan Bendahara Umum Negara.,"Bendahara Umum Negara, Perubahan, Laporan Keuangan"
Sistem Akuntansi dan Pelaporan Keuangan Badan Layanan Umum.,"Badan Layanan Umum, Sistem Akuntansi, Pelaporan Keuangan"
Perubahan atas Peraturan Menteri Keuangan Nomor 260/PMK.05/2014 tentang Sistem Akuntansi dan Pelaporan Keuangan Badan Lainnya.,"Perubahan, Badan Lainnya, Sistem Akuntansi"
Perubahan atas Peraturan Menteri Keuangan Nomor 262/PMK.05/2014 tentang Sistem Akuntansi dan Pelaporan Keuangan Pusat.,"Pelaporan Keuangan, Sistem Akuntansi, Perubahan"
Perubahan atas Peraturan Menteri Keuangan Nomor 264/PMK.05/2014 tentang Sistem Akuntansi dan Pelaporan Keuangan Belanja Subsidi.,"Belanja Subsidi, Sistem Akuntansi, Perubahan"
Sistem Akuntansi dan Pelaporan Keuangan Transfer Ke Daerah dan Dana Desa.,"Sistem Akuntansi, Pelaporan Keuangan, Dana Desa"
Perubahan atas Peraturan Menteri Keuangan Nomor 213/PMK.05/2013 tentang Sistem Akuntansi dan Pelaporan Keuangan Pemerintah Pusat.,"Pelaporan Keuangan, Pemerintah Pusat, Sistem Akuntansi"
Tata Cara Pembayaran Gaji Pegawai Negeri Sipil/Prajurit Tentara Nasional Indonesia/ Anggota Kepolisian Republik Indonesia pada Bulan Januari 2017.,"Pembayaran, Gaji, Pegawai Negeri Sipil"
"Jenis Dokumen Dan/ atau Informasi Tambahan yang Wajib Disimpan oleh Wajib Pajak yang Melakukan Transaksi dengan Para Pihak yang Mempunyai Hubungan Istimewa, dan Tata Cara Pengelolaannya.","Transaksi, Informasi, Wajib Pajak"
"Laporan Pertanggungjawaban Bank Indonesia atas Pelaksanaan Pencatatan Kepemilikan, Kliring dan Setelmen Serta Pembayaran Bunga dan Pokok Surat Utang Negara.","Bank Indonesia, Laporan Pertanggungjawaban, Surat Utang Negara"
Perubahan atas Peraturan Menteri Keuangan Nomor 229/PMK.04/2015 tentang Mitra Utama Kepabeanan.,"Perubahan, Kepabeanan, Mitra Utama"
Dana Operasional Badan Penyelenggara Jaminan Sosial Ketenagakerjaan Tahun 2017.,"Bpjs Ketenagakerjaan, Tahun 2017, Dana Operasional"
Besaran Persentase Dana Operasional Badan Penyelenggara Jaminan Sosial Kesehatan Tahun 2017.,"Bpjs Kesehatan, Dana Operasional, Tahun 2017"
Perubahan Rincian Dana Bagi Hasil Menurut Provinsi/Kabupaten/Kota Tahun Anggaran 2016.,"Dana Bagi Hasil, Perubahan, Provinsi, Kabupaten, Dan Kota"
"Perubahan atas Peraturan Menteri Keuangan Nomor 174/PMK.03/2015 Tentang
Tata Cara Penghitungan dan Pemungutan Pajak Pertambahan Nilai atas Penyerahan Hasil Tembakau.","Hasil Tembakau, Pajak Pertambahan Nilai, Perubahan"
Perubahan atas Peraturan Menteri Keuangan Nomor 180/PMK. 05/2014 tentang Tarif Layanan Badan Layanan Umum Balai Besar Laboratorium Kesehatan Palembang pada Kementerian Kesehatan.,"Tarif Layanan Blu, Balai Besar Laboratorium Kesehatan, Perubahan"
Pedoman Penghitungan Kebutuhan Jumlah Pegawai dalam Jabatan Fungsional di Lingkungan Kementerian Keuangan.,"Kementerian Keuangan, Pegawai, Jabatan Fungsional"
"Tarif Layanan Badan Layanan Umum Universitas Negeri Semarang pada Kementerian Riset, Teknologi, dan Pendidikan Tinggi.","Universitas Negeri Semarang, Kementerian Riset, Teknologi, Dan Pendidikan Tinggi, Tarif Layanan Blu"
"Perubahan atas Peraturan Menteri Keuangan Nomor 98/PMK.01/2015 tentang Tata Cara Penunjukan atau Pengangkatan Pelaksana Tugas dan Penunjukan Pelaksana Harian Di
Lingkungan Kementerian Keuangan.","Perubahan, Penunjukan, Pelaksana Tugas"
Perubahan atas Peraturan Menteri Keuangan Nomor 273/PMK.010/2015 tentang Bea Masuk Ditanggung Pemerintah Sektor Industri Tertentu Tahun Anggaran 2016.,"Perubahan, Industri Tertentu, Bea Masuk Ditanggung Pemerintah"
Tata Cara Pelaksanaan Penyesuaian (Inpassing) Jabatan Fungsional Analis Keuangan Pusat dan Daerah.,"Penyesuaian, Analis Keuangan Pusat Dan Daerah, Jabatan Fungsional"
Pedoman Layanan Informasi Publik oleh Pejabat Pengelola Informasi dan Dokumentasi Kementerian Keuangan dan Perangkat Pejabat Pengelola Informasi dan Dokumentasi Kementerian Keuangan.,"Informasi Publik, Pejabat Pengelola Informasi Dan Dokumentasi, Kementerian Keuangan"
"Pajak Penghasilan Ditanggung Pemerintah atas Penghasilan Dari Pengalihan Hak Atas
Tanah Dan/ atau Bangunan yang Diterima atau Diperoleh Masyarakat yang Terkena Luapan Lumpur Sidoarjo untuk Tahun Anggaran 2016.","Lumpur Sidoarjo, Hak Atas Tanah Dan Bangunan, Pajak Penghasilan Ditanggung Pemerintah"
Perubahan atas Peraturan Menteri Keuangan Nomor 266/PMK.07/2015 tentang Pemeringkatan Kesehatan Fiskal dan Pengelolaan Keuangan Daerah.,"Pengelolaan Keuangan, Kesehatan Fiskal, Perubahan"
